id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
887,4599,5847,99968,880922,881522,0,0,2,0,0,3,45873-52095-58288,0
888,2241,2713,100907,884626,885023,0,0,1,0,0,2,18237-40655-22940,0
889,4247,1678,99630,885049,885049,0,0,0,0,0,1,-1,
890,774,2035,99382,885455,920700,0,0,169,0,0,170,4243-47700-43340-1379-15850,0
891,5153,3178,100363,885585,886378,0,1,0,0,0,1,50809-39389-40691-27681,10
892,4732,5132,100125,888802,948908,0,0,208,0,1,209,47303-24563-32610-31269-50614,8
893,4996,906,100762,889281,916738,0,0,67,0,0,68,49569-52995-6372-7993,20
894,3396,4859,98188,890178,950480,0,0,165,0,1,166,35229-43305-5024-27358-35911-48772,0
895,4485,3540,101234,893502,937477,0,0,125,0,0,126,43549-43533-36586-36485-30804,11
896,2987,1924,97497,893653,906189,0,0,49,0,0,50,25869-25573-25078-31318,0
897,5290,1193,100539,894050,954148,0,0,221,0,1,222,52695-55547-28420-59848,100
898,5815,2089,97991,896620,896620,0,0,0,0,0,1,-1,
899,4711,4108,99303,899121,899121,0,0,0,0,0,1,-1,
900,3025,2996,98697,899569,903567,0,0,18,0,0,19,26155-32754-14467-25944,9
901,5401,4684,99921,900428,957738,0,0,236,0,0,237,56353-54614-54610-60518-51652,0
902,5120,2156,101266,901351,905531,0,0,21,0,0,22,50499-44646-46744-17185,0
903,4744,360,101057,903711,903711,0,0,0,0,0,1,-1,
904,2583,1718,100725,904745,904745,0,0,0,0,0,1,-1,
905,2859,3219,98731,906250,960215,0,0,232,0,0,233,24511-13631-14266-40257-40337,0
906,3393,3271,100022,907281,918027,0,0,41,0,0,42,29085-25573-25570-40335-38472-28449,0
907,2290,2906,99764,908993,909192,0,0,1,0,0,2,29377-24972,0
908,1202,3474,99380,911157,933850,0,0,110,0,0,111,7581-26550-27581-13506-30127,0
909,5788,4496,99865,911306,916670,0,0,15,0,0,16,57619-55551-60519-54878-43757,38
910,5456,3591,99753,913749,973861,0,0,135,0,1,136,53871-49357-25662-25092-31303,0
911,1321,2323,100388,914459,916264,0,1,6,0,0,7,34703-34575-19051,100
912,365,2453,100581,915601,922185,0,1,27,0,0,28,24175-42284-43473,207
913,1783,5707,100830,916235,916833,0,0,2,0,0,3,33417-42615-56704,0
914,1018,4265,100771,916284,976579,0,0,167,0,1,168,6125-26405-26232-14371-39899,0
915,4618,1796,100197,917551,921537,0,0,20,0,0,21,45699-28712-13986-13252,0
916,5717,595,99898,917997,918398,0,1,0,0,0,1,56783-9356,99
917,2843,2545,101483,918966,979244,0,0,166,0,1,167,31731-4975-6992-1274-21725,40
918,5334,431,100604,920136,920533,0,1,0,0,0,1,53087-3411,0
919,3560,740,98658,921398,921398,0,0,0,0,0,1,-1,
920,198,4941,99697,923019,923019,0,0,0,0,0,1,-1,
921,2115,2275,98944,927213,927213,0,0,0,0,0,1,-1,
922,2043,1249,96903,927418,930402,0,0,10,0,0,11,19473-45645-39941-7776,9
923,3103,1468,101535,928083,928682,0,0,3,0,0,4,26951-9404-5948-9437,0
924,5401,5858,99180,928539,988849,0,0,158,0,1,159,56353-57241-57838-35693-2766-58363,0
925,3184,5497,101300,930551,930551,0,0,0,0,0,1,-1,
926,4611,643,100757,932321,932321,0,0,0,0,0,1,-1,
927,2556,4242,100503,933068,933666,0,1,0,0,0,1,21325-8327-39631,0
928,341,4397,99895,934077,934077,0,0,0,0,0,1,-1,
929,829,1441,99112,935577,935977,0,0,1,0,0,2,4603-14975-9232,0
930,1076,1263,101479,935639,995739,0,0,186,0,1,187,6661-24588-22514-7043-7825,1
931,700,5716,99165,935786,936180,0,1,0,0,0,1,3747-56781,0
932,4254,2805,100077,935866,995938,0,0,242,0,1,243,48358-42641-10674-8563-23950,100
933,2499,422,100216,936222,939007,0,1,6,0,0,7,20733-20571-32027,0
934,1676,1583,100301,937098,997370,0,0,168,0,1,169,14387-34229-56930-44329-39352-36467-11508,1
935,4533,283,99896,939032,999284,0,0,202,0,1,203,48863-43463-5054-995,31
936,3217,209,100588,944580,948566,0,0,20,0,0,21,28007-48310-48654-3481,0
937,5234,5353,100762,945296,945296,0,0,0,0,0,1,-1,
938,679,1762,99606,945325,984721,0,0,191,0,0,192,3527-4790-4390-12849,0
939,2936,919,98968,945816,948012,0,1,8,0,0,9,59787-25259-5199,0
940,730,2795,100276,945911,950096,0,0,21,0,0,22,3969-33864-34190-35701,0
941,218,3134,99962,945932,945932,0,0,0,0,0,1,-1,
942,4452,1882,99688,946128,947923,0,0,7,0,0,8,42747-47487-42623-14310,0
943,1200,2262,100535,946519,947507,0,1,2,0,0,3,20779-58981-22417,20
944,796,1734,98293,948629,948629,0,0,0,0,0,1,-1,
945,1891,1196,100058,951554,953731,0,0,11,0,0,12,25317-3016-3050-7407,102
946,4874,2933,100536,951599,953393,0,1,2,0,0,3,49077-2667-11519-53681,0
947,184,4482,100076,952162,1008076,0,0,219,0,0,220,2091-2714-41524-55172,100
948,3261,2684,98999,954438,961410,0,0,28,0,0,29,28371-52736-42369-22558,98
949,5351,3336,99561,956652,960631,0,0,20,0,0,21,53183-39996-1631-28877,0
950,4303,4380,98675,957119,957119,0,0,0,0,0,1,-1,
951,4729,1554,100105,958105,959299,0,1,2,0,0,3,47219-52732-11335,100
952,2779,858,99998,958961,1019092,0,0,258,0,1,259,46535-53695-54342-48762-24532-4799,0
953,4100,4237,99489,959842,1011185,0,0,243,0,0,244,42660-3876-5814-39544,9
954,630,2707,99746,959956,1020044,0,0,179,0,1,180,30683-31345-31380-20782-25423,9
955,4182,3192,99578,960622,961019,0,0,1,0,0,2,38875-12953-27774,0
956,4748,529,103363,964223,964621,0,0,1,0,0,2,47433-57241-58750-2597,0
957,4180,3916,100838,964947,978669,0,0,52,0,0,53,38861-42660-31444-33329-36020,0
958,20,1384,101936,965255,1025355,0,0,258,0,1,259,21339-9214-9204-8771,0
959,2342,5912,100586,965266,965266,0,0,0,0,0,1,-1,
960,3308,3225,100188,965530,972889,0,0,30,0,0,31,28771-30507-35894-35891-37372,0
961,1417,5165,99860,969587,969587,0,0,0,0,0,1,-1,
962,4716,4763,98425,971694,1031998,0,0,169,0,1,170,49005-20579-20580-32189-32908-31953-47675,0
963,46,319,99620,972217,1032338,0,0,297,0,1,298,47593-11310-1062,218
964,4291,4847,100492,972296,972494,0,0,1,0,0,2,40443-42672-42675-51626-52151,0
965,4904,3792,100156,972506,972506,0,0,0,0,0,1,-1,
966,2114,2673,98349,975227,976621,0,1,2,0,0,3,16563-15635-53913-22527,0
967,1351,2248,99440,981119,981315,0,1,0,0,0,1,18417,0
968,4270,3316,99144,981352,981749,0,0,1,0,0,2,46969-23575-28786,0
969,4713,5471,99715,982084,988454,0,0,31,0,0,32,46941-22614-7431-42661-53993,19
970,5293,3902,99604,982456,996784,0,0,60,0,0,61,52341-57241-58950-35302,0
971,5570,4474,100317,983254,999153,0,0,62,0,0,63,54839-53002-13192-50397,19
972,4660,2167,101759,983479,984073,0,1,0,0,0,1,46095-48358-23611,0
973,620,1965,100885,983516,983516,0,0,0,0,0,1,-1,
974,4939,5666,101655,983574,1026548,0,0,95,0,0,96,49455-49357-40906-43958-56205,9
975,1560,276,100703,984584,984584,0,0,0,0,0,1,-1,
976,1025,4736,100023,985800,990972,0,1,12,0,0,13,10727-9613-42295-47565,0
977,5354,2125,99266,987691,1046776,0,1,156,0,0,157,60559-52205-46972-49005-31973,0
978,1873,4744,100146,988256,988256,0,0,0,0,0,1,-1,
979,2740,4260,99502,988881,1008991,0,0,48,0,0,49,23363-39469-39472-53683-52114-39823,12
980,1112,5226,99747,989063,989063,0,0,0,0,0,1,-1,
981,4520,5282,99838,989093,989492,0,0,1,0,0,2,44247-42661-52256,0
982,3704,2549,98936,989257,1032815,0,0,197,0,0,198,49327-4790-4078-38777-21194,0
983,2383,5698,99559,989342,1003669,0,0,66,0,0,67,19563-15688-28936-31891-43746-56628,0
984,4314,1210,100511,992044,1010750,0,1,40,0,0,41,43241-39804-57981-4239-7541,2
985,4838,4311,100734,992741,1052826,0,0,265,0,1,266,48433-4640-4819-41008,0
986,1987,1428,100712,995297,995699,0,0,1,0,0,2,19887-35867-9142,0
987,1730,2333,100055,995591,995591,0,0,0,0,0,1,-1,
988,3710,731,97353,996491,1056626,0,0,125,0,1,126,32771-16928-16932-3971,0
989,5570,1424,99997,997220,1057311,0,0,167,0,1,168,54839-42660-19156-8670-10679,0
990,4528,4655,99977,997387,1057657,0,0,156,0,1,157,44943-26081-17842-32367-46007,9
991,3233,5927,99509,999094,1031083,0,1,124,0,0,125,28131-5814-5772-1377-59629,0
992,5637,933,100095,999466,999865,0,0,1,0,0,2,56787-52737-5254,100
993,5259,4506,99799,1000709,1000709,0,0,0,0,0,1,-1,
994,1619,5633,99654,1000990,1000990,0,0,0,0,0,1,-1,
995,1205,4029,98768,1002754,1004745,0,1,7,0,0,8,16065-42209-41543,0
996,2367,2905,99428,1005227,1005227,0,0,0,0,0,1,-1,
997,3072,2375,99513,1006008,1006008,0,0,0,0,0,1,-1,
998,1210,1602,98760,1006172,1006172,0,0,0,0,0,1,-1,
999,2675,2551,99361,1006659,1029140,0,0,57,0,0,58,22533-58657-58958-38204-21250,0
1000,965,2996,99909,1006878,1007076,0,0,1,0,0,2,5559-25944,0
1001,2015,2738,99087,1010133,1010133,0,0,0,0,0,1,-1,
1002,118,2783,99079,1013467,1013867,1,0,2,0,0,4,14640-1529-23782,96
1003,5838,1065,99392,1013924,1068880,0,1,139,0,0,140,58261-41300-1469-5482-6469,0
1004,3970,3073,98326,1014292,1074421,0,0,227,0,1,228,44097-29312-29346-5691-26619,0
1005,3365,956,99828,1014773,1022931,0,0,35,0,0,36,29021-25573-25138-9985-15451,0
1006,5624,4433,100080,1015614,1015614,0,0,0,0,0,1,-1,
1007,2966,2519,99732,1016360,1016757,0,0,1,0,0,2,25751-9591-20868,0
1008,3300,3562,98627,1019451,1030591,0,0,46,0,0,47,28755-25573-25646-52681-33994,0
1009,5157,5528,98784,1019570,1019971,0,0,1,0,0,2,52489-44169-54416,0
1010,2136,206,101453,1019993,1025161,0,0,26,0,0,27,16929-16212-20824-47608,0
1011,3001,1688,98845,1020554,1020554,0,0,0,0,0,1,-1,
1012,4433,1887,100117,1021442,1021442,0,0,0,0,0,1,-1,
1013,5215,16,98075,1021688,1022086,0,1,0,0,0,1,51331-43079,29
1014,1491,2097,99173,1021765,1021765,0,0,0,0,0,1,-1,
1015,1956,3074,101386,1023450,1083553,0,0,190,0,1,191,15005-19193-19002-1276-27718,0
1016,5670,2518,100293,1024112,1024112,0,0,0,0,0,1,-1,
1017,5625,1827,100897,1025148,1025746,0,1,0,0,0,1,55631-48358-26125,0
1018,28,43,101156,1025714,1039249,0,0,44,0,0,45,51-12639-12632-16350-13406,0
1019,5463,3293,100691,1027232,1027232,0,0,0,0,0,1,-1,
1020,5129,2073,99309,1027412,1027412,0,0,0,0,0,1,-1,
1021,492,2097,99772,1027616,1087918,0,0,233,0,1,234,17989-8317-4340-1227-16402,0
1022,1184,4741,100691,1028306,1029104,0,1,0,0,0,1,23455-24611-42661-47411,1
1023,311,3117,99129,1028701,1028701,0,0,0,0,0,1,-1,
1024,1221,2142,99405,1028895,1089200,0,0,136,0,1,137,7587-6812-49221-49202-17027,1
1025,2939,4023,100070,1029897,1029897,0,0,0,0,0,1,-1,
1026,408,5201,100256,1032322,1032322,0,0,0,0,0,1,-1,
1027,4627,2437,101290,1033650,1049779,0,0,67,0,0,68,45743-44999-47548-6780-20007,101290
1028,3459,2979,99969,1033930,1033930,0,0,0,0,0,1,-1,
1029,1953,443,100562,1034911,1034911,0,0,0,0,0,1,-1,
1030,3994,4584,101031,1037322,1038917,0,0,7,0,0,8,36447-33023-45170,171
1031,1279,5028,99326,1038987,1038987,0,0,0,0,0,1,-1,
1032,4412,2781,100397,1042472,1045852,0,0,7,0,0,8,43717-57609-36177-36197-23744,0
1033,2500,4068,100856,1048711,1109020,0,0,214,0,1,215,21103-43357-38752-38750-37497,70
1034,5927,755,100309,1049318,1049910,1,0,1,0,0,3,59628-1376-24725,0
1035,1994,4035,98925,1049510,1109642,0,0,177,0,1,178,15369-10443-40652-22935-36902-37053,8
1036,2160,1408,99023,1050537,1051135,0,1,0,0,0,1,17227-14971-8927,0
1037,2815,125,102793,1053958,1053958,0,0,0,0,0,1,-1,
1038,4862,2588,100237,1054849,1115151,0,0,251,0,1,252,49003-2123-7036-21705,100
1039,3842,1942,98985,1055052,1086696,0,0,77,0,0,78,53805-56253-17488-3023-14884,19
1040,872,4055,102134,1056000,1056000,0,0,0,0,0,1,-1,
1041,2969,2259,99613,1056261,1116367,0,0,229,0,1,230,35139-42632-5483-18441,99
1042,475,4076,101845,1057042,1057440,0,1,0,0,0,1,18047-38791,0
1043,1760,5779,100167,1058841,1059636,0,0,2,0,0,3,12893-24607-42661-57572,500
1044,2007,5572,100193,1059204,1060199,0,0,3,0,0,4,15545-58701-57240-54846,0
1045,4679,5135,100561,1060605,1062197,0,1,2,0,0,3,54333-43705-44749-50655,96
1046,2766,1458,98787,1061020,1112769,0,0,184,0,0,185,55843-52666-3856-9370,98
1047,5814,1010,98655,1061112,1063695,0,1,5,0,0,6,58011-58917-40577-6057,9
1048,4706,502,101602,1062002,1122092,0,0,230,0,1,231,47305-58003-33574-2681,101
1049,1229,5842,99671,1062318,1062716,0,0,1,0,0,2,25143-44177-58276,0
1050,5505,3532,98960,1063184,1123261,0,0,231,0,1,232,54557-21312-20794-30796,98
1051,3267,554,100980,1063963,1064955,0,1,1,0,0,2,28397-3139-17099,0
1052,3842,3828,99985,1064978,1068958,0,0,11,0,0,12,53805-56253-56950-49999-34285,11
1053,5524,1876,99410,1066132,1083633,0,0,73,0,0,74,54409-44999-11438-18038-14280,99410
1054,1648,4451,99591,1066195,1069973,0,1,9,0,0,10,58349-18046-49855-42721,0
1055,405,878,99814,1067021,1067417,0,1,0,0,0,1,15465-28625,0
1056,5486,1586,98670,1067650,1071626,0,0,20,0,0,21,54091-56736-50571-21064,0
1057,2856,4617,100981,1067944,1074301,0,0,31,0,0,32,24429-27762-28003-45878-45683,0
1058,3986,5926,100535,1068060,1068660,0,1,0,0,0,1,36269-13013-59627,10
1059,3591,478,100069,1068347,1091422,0,0,82,0,0,83,31887-31867-24914-1239-2371,100
1060,5788,5798,100442,1069796,1070592,0,1,1,0,0,2,57637-13531-57850,0
1061,5935,1156,99869,1070316,1070912,0,1,0,0,0,1,59789-59907-7383,99
1062,4640,2634,100558,1070789,1070789,0,0,0,0,0,1,-1,
1063,2087,5631,100412,1074173,1076364,0,1,6,0,0,7,28117-10825-58113,0
1064,5761,3439,101545,1075392,1075986,1,0,1,0,0,3,57322-35361-37105,0
1065,2828,2561,99937,1076148,1076148,0,0,0,0,0,1,-1,
1066,3669,827,99316,1077623,1084981,0,0,37,0,0,38,32633-32012-9006-4565,0
1067,1572,2740,100288,1079408,1080402,0,0,3,0,0,4,11407-58979-53233-23362,19
1068,4553,3616,99849,1080750,1083544,0,0,14,0,0,15,44625-32790-35532-6815-31720,0
1069,4421,219,100849,1081296,1092438,0,0,31,0,0,32,42663-21517-25522-33027,0
1070,58,553,100104,1081360,1083544,0,1,8,0,0,9,1671-11518-2711,0
1071,4977,2754,99075,1081562,1140082,0,1,113,0,0,114,49531-58440-22783-3138-23407,19
1072,133,3381,102397,1083189,1087161,0,0,20,0,0,21,353-14466-32071-29052,10
1073,5122,568,100404,1084595,1096152,0,0,36,0,0,37,57229-26647-31757-13530-2788,0
1074,5982,1802,100012,1084755,1084755,0,0,0,0,0,1,-1,
1075,5757,2654,101022,1085421,1085421,0,0,0,0,0,1,-1,
1076,4820,5907,100834,1085457,1085655,0,0,1,0,0,2,48333-59322,0
1077,845,4897,100920,1086245,1146341,0,0,281,0,1,282,4711-14688-15042-51707-60519,0
1078,5599,5381,99625,1087326,1088511,0,1,1,0,0,2,55443-52204-60557-53413,99
1079,1716,2350,99403,1088121,1088121,0,0,0,0,0,1,-1,
1080,1588,3942,101101,1089966,1150285,0,0,158,0,1,159,11565-6431-20844-34696-39446,101
1081,2754,19,96823,1089971,1105922,0,1,56,0,0,57,24441-3746-12395-797,0
1082,5481,2419,100097,1091188,1127807,0,0,76,0,0,77,54079-54611-54615-51630-31481-12580-19870,0
1083,2605,228,99375,1093760,1118243,0,0,120,0,0,121,21925-37610-43491-23829,0
1084,1107,1929,99144,1096298,1100267,0,0,20,0,0,21,7091-44646-49711-14720,0
1085,5340,5677,100800,1096331,1112051,0,0,65,0,0,66,52905-44730-60515-54610-58440-18928-56307,0
1086,2500,5407,100675,1097146,1157286,0,0,173,0,1,174,59221-59229-18005-14496-51707-60570-53536,0
1087,4170,4224,99854,1099547,1102727,0,1,6,0,0,7,38731-22871-48153-48307,9
1088,2486,2352,99599,1099705,1160019,0,0,161,0,1,162,20523-14437-7578-10458-24665,0
1089,691,2762,100668,1100885,1102676,0,1,5,0,0,6,3581-3857-23147-23505,0
1090,21,1665,101260,1101200,1161323,0,0,209,0,1,210,22089-21836-29314-8327-12146,0
1091,5379,656,101084,1102559,1142756,0,0,92,0,0,93,53409-55587-56638-6542-3340,20
1092,3158,5699,101375,1102686,1113419,0,0,53,0,0,54,27529-49090-51580-57080,0
1093,2839,4225,99254,1102746,1104743,0,1,5,0,0,6,45265-41535-41619,0
1094,2429,4875,99687,1102776,1162875,0,0,234,0,1,235,20169-37644-24373-3935-49088,1
1095,2705,3380,100476,1103397,1103397,0,0,0,0,0,1,-1,
1096,398,909,99096,1103844,1106435,0,1,6,0,0,7,2799-9758-9473,0
1097,3066,1252,98231,1105011,1165142,0,0,199,0,1,200,27579-5735-20924-10170-7743,0
1098,5392,1072,99381,1107913,1107913,0,0,0,0,0,1,-1,
1099,3385,4897,101840,1108188,1125706,0,0,63,0,0,64,29061-52991-56218-60519,20
1100,1715,812,100424,1108816,1169147,0,0,199,0,1,200,12499-1315-57614-57623-4495,0
1101,2857,3979,100707,1108992,1169087,0,0,230,0,1,231,24469-1904-16964-14697-55571-36174,0
1102,2576,839,99528,1109283,1152320,0,0,192,0,0,193,21573-11055-11048-8072,0
1103,2721,969,100892,1110949,1171257,0,0,200,0,1,201,23883-24035-31706-45984-12394-5491,504
1104,5682,5481,100605,1111178,1122917,0,0,51,0,0,52,56341-44999-58758-53979-54078,100605
1105,1928,2055,100627,1112828,1151808,0,0,179,0,0,180,14717-1381-1562-16053,0
1106,731,4607,99514,1113365,1113365,0,0,0,0,0,1,-1,
1107,4732,3223,100496,1114394,1114594,0,0,1,0,0,2,47303-1690-28058,0
1108,5961,4449,99103,1115546,1115546,0,0,0,0,0,1,-1,
1109,5444,642,99657,1116263,1159089,0,0,96,0,0,97,53801-56253-2180-15110-3383,19
1110,1753,5485,99590,1118756,1119152,0,0,1,0,0,2,12747-42661-54088,0
1111,888,2169,100371,1119934,1147001,0,0,130,0,0,131,5027-35390-36186-4769-17399,0
1112,488,1487,100872,1120392,1146224,0,0,104,0,0,105,19341-21326-16233-10343,0
1113,3033,3742,98100,1121506,1144008,0,0,104,0,0,105,26223-15383-6382-16501-517-32975,1
1114,812,2703,100611,1121892,1121892,0,0,0,0,0,1,-1,
1115,5683,1728,100454,1122646,1122646,0,0,0,0,0,1,-1,
1116,486,5002,100046,1122700,1123294,0,1,0,0,0,1,17773-52993-49581,19
1117,4337,3894,101462,1124360,1125355,0,1,2,0,0,3,41169-14531-35317,14
1118,5483,1621,101658,1124558,1124558,0,0,0,0,0,1,-1,
1119,835,3716,99219,1124879,1125476,0,1,0,0,0,1,4627-27159-32685,0
1120,2904,987,98353,1126112,1168091,0,0,202,0,0,203,35765-12022-15378-5593,0
1121,4648,3174,100118,1127541,1127938,0,0,1,0,0,2,55389-52729-27646,0
1122,1612,1627,99894,1129145,1129746,0,1,0,0,0,1,11781-47775-48363,1
1123,161,3662,100153,1129172,1129763,0,1,1,0,0,2,47723-35769,0
1124,2942,3680,100080,1129968,1155015,0,0,108,0,0,109,33273-33299-8900-50017-32418,0
1125,3050,5328,101329,1131670,1192159,0,0,169,0,1,170,26407-9691-59439-59442-53076,0
1126,2661,2689,102189,1131806,1191898,0,0,237,0,1,238,22595-29738-30199-40132-22663,0
1127,3745,290,100979,1132748,1192844,0,0,186,0,1,187,47813-39421-38814-10487,0
1128,1090,4689,99504,1133404,1179984,0,0,221,0,0,222,21673-46280-46720-37863-59622,0
1129,3389,3279,99387,1134355,1139136,0,0,22,0,0,23,29075-40272-38590-28515,168
1130,5210,2067,100886,1137194,1176215,0,0,122,0,0,123,51267-60123-59997-38726-16591-16144,0
1131,4808,5255,99866,1138817,1139817,0,1,1,0,0,2,55995-31403-42661-51723,0
1132,1511,60,100519,1140588,1140588,0,0,0,0,0,1,-1,
1133,2759,174,100668,1142072,1142072,0,0,0,0,0,1,-1,
1134,3236,4075,98708,1143098,1203253,0,0,282,0,1,283,28149-8754-8788-13861-37492,0
1135,4721,187,100848,1144419,1144419,0,0,0,0,0,1,-1,
1136,625,1750,99918,1145132,1205436,0,0,224,0,1,225,3157-9213-9218-3885-12724,0
1137,5418,3890,100406,1145419,1205858,0,0,102,0,1,103,53559-60559-52205-40949-35670-34965,170
1138,2205,2400,98759,1146832,1147228,0,0,1,0,0,2,23215-3409-19702,0
1139,2849,3849,99661,1149017,1149412,0,0,1,0,0,2,24363-23429-56368-34379,19
1140,3848,167,100320,1152104,1152898,0,0,2,0,0,3,50905-8191-389-502,10
1141,2509,4086,100192,1153007,1213144,0,0,182,0,1,183,20821-28561-55113-60716-37612,170
1142,1530,4445,100475,1153117,1153513,0,1,0,0,0,1,23717-42651,100
1143,3759,4830,101906,1153167,1153364,0,0,1,0,0,2,44637-48352,0
1144,4150,2426,99271,1156789,1181670,0,0,103,0,0,104,50813-43250-43226-21663-19907,24
1145,5053,2836,100838,1157701,1161480,0,0,18,0,0,19,60333-57600-27721-1216-24251,10
1146,4697,2991,99502,1158129,1158527,0,0,1,0,0,2,46927-23575-25876,0
1147,962,1049,101489,1158630,1159027,0,1,0,0,0,1,5441-7915,0
1148,5798,5992,98974,1158682,1163255,0,0,16,0,0,17,57851-13530-41301-60762,0
1149,4071,2755,101134,1159075,1219172,0,0,152,0,1,153,37467-30397-52214-4806-9462-23419,0
1150,318,3396,98526,1160477,1160477,0,0,0,0,0,1,-1,
1151,5609,2380,100050,1162417,1162417,0,0,0,0,0,1,-1,
1152,2427,3391,98546,1164140,1168314,0,0,19,0,0,20,57979-57240-46623-29080,0
1153,1335,305,99825,1165049,1165049,0,0,0,0,0,1,-1,
1154,5945,4507,99160,1165785,1166381,0,0,1,0,0,2,59997-39277-42661-43856,0
1155,2074,5110,100447,1166475,1166475,0,0,0,0,0,1,-1,
1156,3749,4883,99856,1167104,1167104,0,0,0,0,0,1,-1,
1157,3165,1006,100101,1167145,1178704,0,1,27,0,0,28,27557-38587-5874-1239-5937,0
1158,761,1081,99999,1167155,1177904,0,0,53,0,0,54,4183-27602-33903-60278,0
1159,5446,1610,99971,1167387,1167387,0,0,0,0,0,1,-1,
1160,2348,691,100014,1167548,1168545,0,1,2,0,0,3,32483-19457-3580,0
1161,3452,2854,100350,1168270,1228319,0,0,227,0,1,228,47243-23675-14856-13708-24421,0
1162,1836,4036,99904,1168515,1228616,0,0,222,0,1,223,40555-39755-45340-44860-59551,0
1163,2105,4014,98865,1169056,1229117,0,0,201,0,1,202,16483-7054-7057-34082-38751-44113,0
1164,1820,865,100946,1169588,1169588,0,0,0,0,0,1,-1,
1165,3625,1557,99501,1169931,1170332,1,0,2,0,0,4,31788-1807-11346,0
1166,78,735,99503,1169998,1208396,0,1,126,0,0,127,171-52666-3856-3995,99
1167,5280,107,100685,1171369,1173555,0,1,5,0,0,6,52245-5703-3279,0
1168,3366,4147,98282,1173332,1184462,0,0,46,0,0,47,29023-25573-25574-18920-60206-38461,0
1169,5386,137,98991,1174358,1174358,0,0,0,0,0,1,-1,
1170,3275,2082,100037,1174994,1181164,0,0,17,0,0,18,28505-10537-9518-16274,0
1171,2051,1109,99768,1175184,1175184,0,0,0,0,0,1,-1,
1172,2599,4628,99954,1175766,1176164,0,0,1,0,0,2,26763-42661-45744,0
1173,4843,3587,100597,1176137,1236253,0,0,270,0,1,271,53653-44812-41399-30926-31289,12
1174,5053,908,99940,1176770,1236850,0,0,140,0,1,141,55261-43259-27524-51757-25478-16942,2
1175,4962,5058,100832,1178637,1178838,0,0,1,0,0,2,49501-60518-57319-49925,0
1176,2389,5560,99507,1181373,1188744,0,1,19,0,0,20,19623-6487-57980-58575,0
1177,436,3982,99170,1183176,1184569,0,1,2,0,0,3,2117-5257-36255,0
1178,4721,2017,100411,1186409,1186409,0,0,0,0,0,1,-1,
1179,3747,5993,100181,1189121,1249392,0,0,231,0,1,232,32997-23649-22260-35598-60790,70
1180,3865,5686,99774,1192300,1252405,0,0,133,0,1,134,34543-60207-14142-12099-1271-5331-55831-56424,0
1181,3064,961,100863,1192534,1196702,0,0,21,0,0,22,26539-55074-55394-5437,55
1182,35,4471,100207,1194169,1194967,0,1,0,0,0,1,73-16835-44177-43235,0
1183,4720,3748,100322,1194286,1201051,0,0,19,0,0,20,47055-5315-13456-45572-33013,0
1184,3796,1504,99871,1195851,1199834,0,0,20,0,0,21,33803-8510-5703-10782,0
1185,1665,2594,99574,1196290,1256605,0,0,201,0,1,202,14297-8061-5308-40576-48584-40041,0
1186,2775,1599,98511,1198014,1198014,0,0,0,0,0,1,-1,
1187,4744,5877,100760,1198958,1198958,0,0,0,0,0,1,-1,
1188,2719,2909,101359,1200160,1200558,0,1,0,0,0,1,24955-25009,0
1189,4757,1518,99297,1200174,1200774,0,1,0,0,0,1,47535-45229-23685,0
1190,645,897,101898,1200716,1200917,0,0,1,0,0,2,3289-3128-2680-5078,0
1191,1420,2584,99920,1202341,1229194,0,1,83,0,0,84,13939-4239-8181-21660,0
1192,4333,2747,100595,1202594,1206364,0,0,19,0,0,20,42181-44998-57241-58656-23382,0
1193,5842,5307,99042,1205841,1207432,0,0,5,0,0,6,58277-53025-58241-52522,0
1194,4107,2404,101475,1208310,1216859,0,0,18,0,0,19,37913-38315-26765-3504-21676,1
1195,3974,2585,100014,1208687,1268811,0,0,169,0,1,170,36123-36946-37369-13012-21669,75
1196,1636,642,99468,1208781,1268856,0,0,205,0,1,206,40157-60045-59326-17982-3281,0
1197,5586,923,100205,1210496,1210496,0,0,0,0,0,1,-1,
1198,3865,1438,99682,1210608,1211800,0,1,2,0,0,3,34543-42083-43007,24
1199,2802,3075,100305,1212713,1272859,0,0,232,0,1,233,25971-35782-36526-14371-44785,0
1200,4104,262,99485,1215254,1215850,0,1,0,0,0,1,47031-52729-847,0
1201,4099,2540,100697,1217082,1221059,0,0,20,0,0,21,37879-42130-18378-21069,0
1202,1062,1708,100605,1217759,1218153,0,1,0,0,0,1,6443-12451,0
1203,2016,354,99474,1218862,1218862,0,0,0,0,0,1,-1,
1204,664,4153,100718,1219890,1230841,0,0,53,0,0,54,3419-60718-60480-39415-40835,0
1205,1578,4738,100033,1221552,1248840,0,0,112,0,0,113,11477-12455-24442-23575-46622-47404,0
1206,2072,5652,99126,1222051,1222051,0,0,0,0,0,1,-1,
1207,4201,1709,100849,1222090,1222090,0,0,0,0,0,1,-1,
1208,4795,5617,100058,1222596,1247859,0,0,79,0,0,80,47977-5702-48939-52763-55468,0
1209,4883,4932,97332,1224928,1235496,0,0,40,0,0,41,56147-41925-52204-60519-49438,97
1210,5376,2668,98679,1225944,1227136,0,0,2,0,0,3,53403-53379-58440-55717-22504,113
1211,5325,294,99886,1226018,1226814,0,0,2,0,0,3,52615-52992-27221-968,19
